Full_Name,Lat,Long,YeStart,YeEnd,Funestus
Likomba,4.101,9.333,2004,2005,1.0
Meanja,4.283,9.399,2005,2006,1.0
Molyko,4.167,9.282,1998,2000,1.0
Mount Cameroon,4.2191,9.1726,1998,2000,1.0
Muea,4.2,9.299,2005,2005,0.0
New Pongo,4.12,9.41,2011,2011,0.0
Small Ikange,4.09,9.37,2011,2011,0.0
Sonne,4.1,9.31,2011,2011,0.0
Tole,4.101,9.216,2004,2005,1.0
Vasingi,4.1594,9.2367,1998,2005,1.0
Fontana,16.7543,-22.9762,2003,2003,0.0
Lemfereira,14.9213,-23.5022,2003,2003,0.0
Sao Tome,14.9548,-23.4761,2003,2003,0.0
Santa Cruz,15.133,-23.567,2011,2011,0.0
D巇engu�,4.4039,18.5585,2013,2013,0.0
Ile de Singe,4.3542,18.5688,2013,2013,1.0
Lakouanga,4.3614,18.5687,2013,2013,0.0
Ouango,4.3636,18.6232,2014,2014,0.0
Sa昫ou,4.3699,18.5649,2013,2013,1.0
Taoka St Paul,4.3717,18.6154,2013,2013,1.0
Yakit�,4.3726,18.5477,2013,2013,0.0
Yamangala,4.3773,18.604,2013,2013,0.0
Yapele,4.3772,18.5676,2014,2014,0.0
Cattin,4.3783,18.5181,2014,2014,0.0
Cit� Jean XIII,4.4144,18.5536,2013,2013,1.0
Galabadjia,4.4017,18.5448,2013,2013,0.0
Gbanikola,4.3294,18.5388,2013,2014,1.0
Gbaya-Doumbia,4.3712,18.5216,2013,2013,0.0
Gobongo,4.4164,18.5497,2013,2013,1.0
Greboutou,4.3554,18.5539,2013,2013,0.0
Malimaka,4.394,18.5418,2013,2013,1.0
Petevo,4.3402,18.5419,2014,2014,0.0
PK10,4.4271,18.5478,2013,2014,1.0
Bayanga (Doli Lodge),2.9121,16.2618,2001,2001,0.0
Mandelia,11.7167,15.2333,2008,2010,1.0
Kome Site B,8.5179,16.7761,2013,2013,0.0
Donia,8.4,16.4,2008,2011,1.0
Kome Site A,8.6062,16.4359,2013,2013,0.0
Tchinfoko,10.3667,15.45,2006,2006,0.0
Goulmoun,10.65,15.3333,2006,2007,1.0
Mb巖�,10.7833,15.7667,2006,2006,0.0
Guelendeng city,10.9333,15.5333,2006,2006,0.0
Witi-Witi,10.95,15.5333,2006,2006,0.0
K巐o city,9.3167,15.8,2006,2006,0.0
Kolon,9.4,15.9833,2006,2006,0.0
Bologo,9.1333,15.8,2006,2006,0.0
Bambao,-12.202,44.506,2011,2011,0.0
Hohoja,-12.123,44.4884,2011,2011,0.0
Moya,-12.3072,44.4395,2011,2011,0.0
Ntingui,-12.2111,44.4253,2004,2004,1.0
Sadapouani,-12.3774,44.5107,2011,2011,0.0
Wala,-12.3383,43.6688,2011,2011,0.0
Boeninidi,-11.5659,43.2872,2011,2011,0.0
Bouni,-11.4894,43.387,2011,2011,0.0
Djoumachongo,-11.8711,43.4317,2001,2001,0.0
Foumbouni,-11.834,43.448,2005,2005,0.0
Kartala,-11.758,43.378,2004,2004,0.0
Male,-11.889,43.499,2011,2011,0.0
Mitsamiouli,-11.3872,43.2981,2005,2005,0.0
Mtsamdou,-11.6099,43.38,2011,2011,0.0
M'Vouni,-11.7198,43.2751,2001,2001,0.0
N'Tsaouni,-11.467,43.283,2001,2001,0.0
Ossivo,-11.5884,43.2776,2011,2011,0.0
Tsidje,-11.7008,43.2703,2001,2001,0.0
Butoto,-4.6753,11.9706,2009,2009,0.0
Bangolo,7.0167,-7.4833,2004,2004,1.0
Bleni Mehouin,7.1381,-7.1797,2004,2004,1.0
Dieouzon,7.1503,-7.3402,2004,2004,1.0
Guezon,7.0766,-7.1859,2004,2004,1.0
Kahin,6.9148,-7.6321,2004,2004,1.0
Toukpata,7.65,-7.3167,1998,2009,0.0
Batouapleu,6.786,-8.323,1996,1999,1.0
Bepleu,7.0001,-8.0467,1996,1999,1.0
Bietouo,6.904,-8.13,1996,1999,1.0
Bouenneu,6.926,-8.227,1996,2002,1.0
Danta,7.02,-8.157,1996,2002,1.0
Finneu,6.993,-8.152,1996,2002,1.0
Gbatta,6.934,-8.251,2001,2002,1.0
Gbontegleu,6.975,-8.237,1996,1999,1.0
Meantouo,6.886,-8.143,1996,1999,1.0
Pepleu,6.951,-8.195,1996,1999,1.0
Peplou,7.217,-8.2806,1998,1999,1.0
Seileu,7.097,-8.173,1996,1999,1.0
Vetouo,6.9636,-8.1162,1998,1999,1.0
Yotta,7.1512,-8.185,1996,1999,1.0
Zeale,6.988,-8.161,1996,1999,1.0
Zoleu,6.814,-8.308,1996,1999,1.0
Beoue 1,7.2333,-7.4167,1998,2009,1.0
Blotile,7.05,-7.6947,2004,2004,1.0
Bogoue,7.3833,-7.6667,1998,2009,0.0
Gouimpleu,7.4667,-7.6333,1998,2009,0.0
Zele,7.3638,-7.5897,2012,2012,0.0
Kou,6.1552,-3.4054,1997,1998,0.0
Tsassodji,6.05,-3.8833,2007,2007,0.0
Camp Bernard,4.8167,-6.6333,1998,2009,0.0
Gaoulou,5.0333,-6.5,1998,2009,0.0
Grand Bereby,4.639,-6.9186,1998,2009,0.0
Lohiri,5.0667,-6.45,1998,2009,0.0
Drewin,4.912,-6.1508,1998,2009,0.0
Greguibre,5.2358,-6.2627,1998,2009,0.0
Zabre,5.3,-6.2833,1998,2009,0.0
Kpehiri,5.8167,-6.6167,2002,2002,1.0
Missei,5.9667,-6.45,1998,2009,1.0
Gueyo,5.6833,-6.05,1998,2009,0.0
Zoukougbeu,6.7623,-6.8843,2004,2004,1.0
Assouikro,7.0917,-5.4,1998,2009,0.0
Komorossou,7.2417,-5.3333,1998,2009,0.0
Konankro,7.125,-5.3333,1998,2009,1.0
Proponou,7.1292,-5.275,1998,2009,0.0
Raviart,7.05,-5.0,1999,2002,0.0
Toliakowandroko,7.2,-5.0,1998,1998,0.0
Yadibikro,7.1083,-5.3583,1998,2009,1.0
Alluminankro,6.3904,-5.0727,2008,2008,1.0
Bringakro,6.417,-5.084,2008,2008,1.0
Gbohua,6.342,-5.122,2008,2008,1.0
N'Da Dibykro,6.357,-5.093,2008,2008,1.0
N'Da Kouassikro,6.382,-5.108,2008,2008,1.0
Tafissou,6.433,-5.119,2008,2008,1.0
Broukro,7.1666,-4.866,1992,1992,0.0
N'Dakonankro,6.7593,-5.2199,2009,2012,1.0
Toumbokro,6.935,-5.5,1999,2006,0.0
Zatta,6.867,-5.4,2002,2005,1.0
Bingerville,5.3593,-3.9004,2012,2012,0.0
Entente,5.3021,-3.9614,2008,2008,0.0
Nieky,5.3333,-4.1667,1999,2005,0.0
Yopougon,5.337,-4.0219,2012,2012,1.0
Zatta,5.3562,-3.8963,2002,2005,1.0
N'gatty,5.305,-4.353,2006,2008,1.0
Grand Lahou,5.1306,-5.0233,1998,2009,0.0
Allaba,5.2784,-4.3511,1998,2009,1.0
Tiassal巏ro,5.8833,-4.8167,2007,2010,0.0
Benou,7.1167,-5.55,1998,2009,1.0
Bozi,6.9192,-5.5347,2009,2012,1.0
Gbegbessou,7.0667,-5.6,1998,2009,0.0
Kossou,7.0167,-5.4833,1998,2009,1.0
Yamoussoukro,6.8203,-5.6627,2012,2012,0.0
Yoho,6.9227,-5.5762,2009,2012,1.0
Zouan-Hounien (bietouo et Yotta),6.9167,-7.5833,1998,2009,0.0
Douandrou,6.54,-7.92,1996,1999,1.0
Douedy-Guezon,6.565,-7.752,1996,1999,1.0
Gahably,5.932,-7.485,1995,1996,1.0
Glopaoudy,6.545,-7.632,1996,1999,1.0
Gouliakro,5.8333,-7.4,1998,2009,0.0
Guiglo,6.536,-7.519,1995,1997,0.0
"Kousassikro, Hamanikro and Konankro camps",5.949,-7.468,1995,1996,1.0
Pohan,6.5525,-7.9364,1996,1999,1.0
Tai,5.871,-7.455,1998,1998,0.0
Zaipobly,5.95,-7.468,1995,1996,1.0
Ziglo,6.566,-7.799,1996,1999,1.0
Zouan,6.543,-7.598,1998,1999,1.0
Tiemelekro,6.4968,-4.6163,1999,2006,1.0
Abokro,7.4634,-4.289,2008,2009,1.0
Binguebougou,9.526,-5.812,1996,2000,1.0
Fapaha,9.489,-5.83,1996,2000,1.0
Gbahouakaha,9.499,-5.412,1996,2000,1.0
Kaforo,9.294,-5.671,1996,2012,1.0
Karakpo,9.224,-5.678,1996,1998,1.0
Kassoumbarga,9.563,-5.75,1996,1998,1.0
Katiorkpo,9.235,-5.739,1996,1998,1.0
Kohotiery,9.62,-5.622,1996,1998,1.0
Kombolokoura,9.333,-5.885,1996,1998,1.0
Kono,9.5833,-5.6833,1998,2009,0.0
Koumbolikaha,9.261,-5.607,1996,1998,1.0
Lamekaha,9.27,-5.643,1996,1998,1.0
Nambekaha,9.291,-5.687,1996,2000,1.0
Naoualakaha,9.33,-5.65,1997,1998,0.0
Nombolo,9.412,-5.826,1996,1998,1.0
Nongotchenekaha,9.519,-5.398,1996,2000,1.0
Tioroniaradougou,9.357,-5.638,1995,1997,1.0
Zemongokaha,9.643,-5.62,1996,1998,1.0
Bredeberi,5.05,-5.7833,1998,2009,0.0
Zuzueko,5.0667,-5.7667,1998,2009,0.0
Adiake,5.2667,-3.2833,1998,2009,0.0
Azuretti,5.1951,-3.7818,2005,2005,0.0
Akadiafoue,7.6125,-5.5333,1998,2009,1.0
Akayakro,7.725,-5.5125,1998,2009,1.0
Akbeansi,7.5944,-5.5708,1998,2009,1.0
Assengou-Ngotran,7.6667,-5.5333,1998,2009,1.0
Bonikro,7.5458,-5.5167,1998,2009,0.0
Dibiekro,7.85,-5.45,1998,2009,0.0
Kongonossou,7.6667,-5.6,1998,2009,1.0
Kongoussou,7.6417,-5.5667,1998,2009,1.0
Koubebo-Dan,7.7417,-5.525,1998,2009,1.0
Pambassou,7.5208,-5.4833,1998,2009,0.0
Tiendebo,7.5958,-5.5542,1998,2009,1.0
Tounzebo,7.666,-5.568,1998,2009,1.0
Ahodji,7.5912,-5.0103,2007,2009,1.0
Ahougui,7.5683,-4.9832,2007,2008,1.0
Allokoukro,7.734,-5.101,1991,2009,1.0
Broukro,7.6833,-4.8333,1998,2009,0.0
Camp Penal,7.6848,-5.0694,1992,1992,0.0
Dar-es-Salam,7.6935,-5.0093,1991,1994,1.0
Kennedy,7.6774,-4.9999,1991,2009,1.0
Koffikro,7.5728,-5.0305,2007,2009,1.0
Konankankro,7.733,-5.0796,1991,2008,1.0
Koukouritie,7.8167,-5.3167,1998,2009,0.0
Kpokahankro,7.5858,-5.0437,2007,2009,1.0
Mamian,7.6026,-5.0364,2007,2008,1.0
M'be,7.9523,-4.9182,1992,2012,1.0
N誅ouakro,7.5961,-5.0217,2007,2009,1.0
N誅rikro,7.5431,-5.0259,2007,2008,1.0
Petenou,7.8458,-5.4042,1998,2009,0.0
Petionara,7.7002,-4.9999,2004,2004,1.0
Raffierkro,7.5718,-5.049,2007,2009,1.0
Raviart,7.6917,-4.8926,1998,2009,0.0
Sokoura,7.6675,-5.049,1991,2009,1.0
Tolakouadiokro,7.723,-5.0403,1991,1994,1.0
Yaokoffikro,7.683,-5.0962,1997,2009,1.0
Zone industrielle Bouake,7.6923,-5.054,1991,2009,1.0
Angolokaha,8.52,-5.176,1996,1998,1.0
Doussoulokaha,8.905,-5.141,1996,1998,1.0
Folofonkaha,8.577,-5.208,1996,2000,1.0
Kabolo,8.187,-4.988,1995,1997,1.0
Kafine,8.506,-5.31,1991,1997,1.0
Niankaramandougou,8.6667,-5.2833,1998,2009,0.0
Ounadiekaha,8.362,-5.173,1996,2000,1.0
Pekaha,8.5827,-5.3028,1995,1995,1.0
Petionara,8.434,-5.116,1996,2002,1.0
Serigbokaha,8.447,-5.15,1996,1998,1.0
Timorokaha,8.502,-5.204,1996,1998,1.0
Akretia,7.2667,-5.2861,1998,2009,0.0
Andobo,7.4,-5.3,1998,2009,0.0
Badio-Sakassou,7.4833,-5.3667,1998,2009,0.0
Begrenou,7.325,-5.35,1998,2009,1.0
Pato,7.3333,-5.3333,1998,2009,1.0
Goumere,7.9,-2.9833,1998,2009,0.0
Ganse,8.6215,-3.9152,1999,2008,1.0
Kasombo,-5.783,17.416,2004,2005,0.0
Kenge,-4.8087,17.0426,2003,2003,0.0
Tsakalakuku,-5.85,17.3833,2003,2005,0.0
Kenge,-5.3459,19.9872,2003,2008,0.0
Kengue II,-5.317,19.983,2004,2004,0.0
Vanga,-4.43,18.42,2004,2004,0.0
Kisangani,-4.7342,15.7069,2009,2009,0.0
Bolenge,0.1373,18.7917,2009,2011,0.0
Secli Wendji,-0.0687,18.1696,2010,2011,0.0
Bongonde,-0.166,18.233,2010,2011,0.0
Tshikaji,-5.9541,22.4677,2013,2014,1.0
Mikalayi,-6.0246,22.3177,2012,2014,1.0
Demba,-4.463,23.757,2008,2013,0.0
Karuzi,-3.09,23.9,2002,2007,1.0
Lodja,-3.5242,23.5963,2004,2014,1.0
Fungurume,-10.616,26.299,2006,2014,1.0
Kabondo,-9.799,25.583,2013,2014,0.0
Tenke,-10.6015,26.1202,2008,2008,0.0
17 Mai,-4.4103,15.4083,2001,2002,0.0
Area C10,-4.4114,15.3847,1994,1995,0.0
Area C11,-4.4039,15.3865,1994,1995,0.0
Area C12,-4.3954,15.3828,1994,1995,0.0
Area C13,-4.421,15.3732,1994,1995,1.0
Area C8,-4.3969,15.368,1994,1995,1.0
Area C9,-4.4112,15.3665,1994,1995,0.0
Baobab,-4.3722,15.32,2003,2004,0.0
Barumba,-4.317,15.3278,2000,2000,0.0
Bon Marche,-4.32,15.3292,2003,2004,0.0
Bulambemba,-4.3861,15.3163,2003,2004,0.0
Bumbu,-4.3742,15.2926,2002,2003,0.0
Camp Luka,-4.3677,15.2758,2003,2004,0.0
Disasi,-4.3229,15.3254,2003,2004,0.0
Djoumouna,-4.3898,15.1903,1993,1993,0.0
Eau Verte,-4.415,15.4291,2001,2001,1.0
Ifili,-4.4152,15.4098,2001,2001,1.0
Kasa-Vubu,-4.3425,15.3053,2001,2004,0.0
Kenge,-4.3626,15.3046,2006,2008,0.0
Kikimi,-4.4,15.452,2005,2009,0.0
Kikimi I,-4.4417,15.4172,2001,2004,0.0
Kikimi Nord,-4.4365,15.4241,2009,2009,0.0
Kikimi Sud,-4.4508,15.4253,2009,2009,0.0
Kimbangu,-4.3551,15.3117,2010,2010,0.0
Kimbanseke,-4.442,15.395,2002,2003,0.0
Kingasani,-4.4102,15.4112,2000,2014,0.0
Kinsuka Railway,-4.3509,15.2116,2000,2004,0.0
Kinsuka River,-4.3473,15.2087,2000,2004,0.0
Kisantu,-4.4088,15.3916,2001,2002,0.0
Kisenso,-4.4094,15.3425,2002,2003,1.0
Kitokimosi,-4.3337,15.3178,2003,2004,0.0
Limete,-4.3483,15.3394,2002,2003,0.0
Luyi,-4.3818,15.3146,2003,2004,0.0
Mafuta Kizola,-4.3645,15.2858,2001,2001,0.0
Marecaguex,-4.3887,15.3632,1993,1994,0.0
Marechal,-4.3894,15.3763,2003,2004,0.0
Mateba,-4.3581,15.328,2003,2004,0.0
Mbudi,-4.3512,15.199,2000,2004,0.0
Mfumu-Nkento,-4.4395,15.4094,2001,2004,0.0
Mikondo,-4.4291,15.3898,2003,2004,0.0
Mokali,-4.4131,15.3975,2001,2009,0.0
Mont Ngafula,-4.4247,15.2956,2002,2003,0.0
Mont Ngaliema,-4.332,15.2444,2002,2003,0.0
Mpila,-4.3707,15.3319,2003,2004,0.0
Mukukua,-4.3745,15.316,2003,2004,0.0
Ndjoku,-4.4221,15.4291,2001,2001,0.0
Ngaba,-4.3785,15.3219,2002,2003,0.0
Ngamazita,-4.4572,15.4005,2003,2004,0.0
Ngampani,-4.4076,15.42,2001,2004,0.0
Ngandu,-4.3873,15.3322,2003,2004,0.0
Ngombe,-4.31,15.3033,2000,2004,0.0
Nsanga,-4.4032,15.3936,2001,2001,1.0
Ntshwenge,-4.4479,15.4316,2009,2009,0.0
Selembao,-4.3842,15.2868,2000,2003,0.0
Lukelenge (Quarter 1),-3.0892,25.8487,2013,2013,0.0
Lukelenge (Quarter 2),-3.0905,25.8522,2013,2013,0.0
Namoya,-4.0199,27.5578,2012,2012,1.0
Butembo,0.128,29.288,2010,2011,0.0
53090,1.4333,30.0333,1995,1995,1.0
Mangobo,0.525,25.1901,2003,2004,0.0
Wanie Rukala,0.1949,25.5291,2003,2004,0.0
East of Uvira,-3.377,29.148,1994,1994,0.0
Lwiro-Katana,-2.2168,28.8285,2014,2014,1.0
Bonta,11.0,42.4,2009,2009,0.0
Airport Area 1,11.5519,43.1483,2008,2014,0.0
Airport Area 2,11.5531,43.1536,2008,2014,0.0
Animal Quarantine Station,11.4785,43.2297,2012,2014,0.0
Arhiba Quarter 1,11.5883,43.1416,2012,2014,0.0
Arhiba Quarter 2,11.5809,43.1377,2012,2014,0.0
Central Market Place,11.6001,43.1511,2012,2014,0.0
Ile du H巖on,11.614,43.149,2008,2014,0.0
Sheraton Hotel,11.6025,43.1581,2008,2014,0.0
Dallay-Af,11.8572,43.0889,2009,2009,0.0
Kalaf,11.71,42.75,2009,2009,0.0
Annobon,-1.4204,5.6221,2004,2004,0.0
Baho Grande,3.586,8.8754,1998,1999,1.0
Bakake Grande,3.551,8.849,1998,2009,1.0
Baney,3.7,8.917,2003,2003,0.0
Biabia,3.7616,8.7055,2007,2014,0.0
Bioko S1,3.6646,8.6339,2000,2000,0.0
Bioko S2,3.6096,8.8987,2000,2000,0.0
Bioko S3,3.7649,8.724,2000,2000,0.0
Bioko S4,3.7563,8.7793,2000,2000,0.0
Cacahual,3.7778,8.7219,1998,2009,1.0
Campo Yaounde,3.736,8.769,2003,2003,0.0
Ela Nguema,3.75,8.783,2003,2003,1.0
Magdalena Mora,3.73,8.8,1998,1999,1.0
Malabo,3.745,8.777,2002,2003,1.0
Mongola,3.7648,8.7217,2007,2014,0.0
Punta Europa,3.782,8.7156,2003,2010,1.0
Santa Maria,3.738,8.765,2009,2009,0.0
Semu,3.74,8.781,2003,2009,1.0
Upside,3.7149,8.7916,1998,1999,1.0
Zona Central,3.7451,8.7779,2003,2003,0.0
Arena Blanca,3.5283,8.585,2009,2014,0.0
Balboa,3.4017,8.7632,2009,2014,0.0
Basacato del Oeste,3.584,8.632,2003,2009,1.0
Bilelipa,3.483,8.8,2003,2009,0.0
Bioko Island,3.4876,8.6868,2000,2009,1.0
Bioko S5,3.4845,8.8311,2000,2000,0.0
Bioko S6,3.3838,8.7615,2000,2000,0.0
Bioko S7,3.5192,8.5842,2000,2000,0.0
Bioko S8,3.4296,8.6085,2000,2000,0.0
Ehoko,3.317,8.749,1998,1999,1.0
Luba,3.455,8.548,2003,2009,0.0
Maule,3.417,8.717,1998,1999,1.0
Riaba,3.398,8.755,1998,2009,1.0
Akurenam,1.047,10.6317,2007,2011,0.0
Bicurga,1.5803,10.4654,2006,2011,1.0
Bisun,1.717,10.3,2006,2007,1.0
Ebebiyin,1.499,10.7,2006,2011,1.0
Evinayong,1.45,10.566,2006,2011,1.0
Miyobo,1.748,10.1737,2004,2005,0.0
Ngong,1.618,10.516,2006,2007,1.0
Niefang,1.8417,10.2641,2009,2011,0.0
Ebebeyin,2.0451,11.3126,2009,2011,0.0
Mico Miseng,2.0218,10.6313,2009,2011,1.0
Nkue,2.018,10.466,2006,2007,1.0
Nsok Nsomo,1.898,11.0967,2009,2011,0.0
Akurenam,1.7,9.75,2006,2011,1.0
Ayamiken,2.1111,10.023,2006,2011,1.0
Ayantang,1.745,9.684,2001,2002,0.0
Bome,1.881,9.7912,2008,2008,0.0
Centro,1.8534,9.7754,2006,2007,1.0
Cogo,1.082,9.701,2006,2011,1.0
Etofili,1.8698,9.7802,2006,2011,1.0
Kogo,1.0971,9.7291,2009,2011,0.0
Machinda,1.884,9.966,2006,2007,1.0
Mbini,1.6075,9.626,2006,2011,1.0
Ncoho Mekah,2.2231,9.8786,2001,2001,0.0
Ncolombong,1.8613,9.7907,2006,2007,1.0
Ngolo,1.8613,9.7907,2006,2011,1.0
Ngonamanga,2.1509,9.7969,2003,2005,0.0
Niefang,1.717,9.75,2006,2009,1.0
Ukomba,1.8434,9.7455,2006,2011,1.0
Yengue,2.2105,9.8748,2002,2011,1.0
Akonibe,1.283,10.9012,2006,2011,1.0
Anisok,1.869,10.7501,2006,2011,1.0
Asok,1.4652,11.3119,2006,2007,1.0
Ayene,1.8791,10.7013,2006,2007,1.0
Mongomeyen,1.6931,11.0342,2006,2007,1.0
Mongomo,1.6446,11.246,2006,2011,1.0
Nsok Nsomo,1.131,11.266,2009,2009,1.0
Nsork,1.1391,11.2689,2006,2011,1.0
Debra Afruss,15.6429,38.8204,1999,2001,0.0
Khela Khebtemariya,15.6881,38.7811,1999,2001,0.0
Adi Sciaba,16.3722,38.0411,1999,2001,0.0
Lebattalit,16.2508,37.9697,1999,2001,0.0
Adibosqual,15.6954,38.6493,1999,2002,1.0
Elabered,15.667,38.616,2001,2002,1.0
Adzherbay,15.8534,38.5836,1999,2001,0.0
Anatzi,16.3008,38.3267,1999,2001,0.0
Debra Maar,16.139,38.429,1999,2001,0.0
Shakat,16.2175,38.3885,1999,2001,0.0
Hagaz,15.7,38.266,1999,2002,0.0
Naneer,15.8058,38.2672,1999,2001,0.0
Uasentet,15.8749,38.517,1999,2001,0.0
Lagaga,16.929,37.7532,1999,2001,0.0
Halay,14.979,39.3058,1999,2001,0.0
Shekaeyamo,14.7062,38.847,1999,2002,0.0
Guassot,15.0991,38.6848,1999,2001,0.0
Muzzega,15.1539,38.9477,1999,2001,0.0
Maiani,14.783,39.099,1999,2002,0.0
Dekdekkabo,14.6492,38.5058,1999,2001,0.0
Kumelat,14.6373,38.4612,1999,2001,0.0
Mendefera,14.8731,38.8299,1999,2001,0.0
Akrur,15.0718,39.2404,1999,2001,0.0
Aradb,15.4918,37.0883,1999,2001,0.0
Barongiat,15.5608,36.692,1999,2001,0.0
Toteben,15.8487,36.968,1999,2001,0.0
Dasse,14.9224,37.4842,1999,2002,1.0
Frusarka,15.1967,37.4011,1999,2001,0.0
Nebri,15.343,38.7347,1999,2001,0.0
Enkellet Sorobab,15.6678,38.034,1999,2001,0.0
Roba Abi,15.5286,38.5111,1999,2001,0.0
Koromo,15.015,38.2173,1999,2001,0.0
Hamad,14.8326,36.7372,1999,2001,0.0
Bimbilna,14.968,37.75,1991,1992,0.0
Shambuko,14.9192,37.8356,1991,1992,0.0
Adihassan,15.1333,36.65,2002,2002,0.0
Aligheder,15.117,36.482,1991,1992,0.0
Hiletsidi,15.1166,36.65,1999,2002,1.0
Settimo,15.0361,36.4869,1991,1992,0.0
Talata Asher,15.1568,36.5359,1991,1992,0.0
Tashai,15.2443,36.5778,1999,2001,0.0
Maekel,15.3551,38.8624,1999,1999,0.0
Adi Gwa'idad,15.2619,38.9044,1999,2001,0.0
Goley,15.3002,39.0274,1999,2001,0.0
Khara Khot,15.3645,38.9227,1999,2001,0.0
Chesset,16.3103,38.6955,1999,2001,0.0
Tanadu,16.0129,38.5289,1999,2001,0.0
Rambayla,15.4017,39.5587,1999,2001,0.0
Ela Cantubba,14.8395,40.0822,1999,2001,0.0
Lubak Garo,14.9555,39.8592,1999,2001,0.0
Gahtelay,15.517,39.149,1999,2002,0.0
Gumhod,15.6452,39.1369,1999,2001,0.0
Emberemi,15.7166,39.395,1999,2001,0.0
Nakfa,16.779,38.4908,1999,2001,0.0
Algena,17.3668,38.5836,1999,2001,0.0
Dubti Farm 1,11.7344,41.0827,2004,2005,0.0
Dubti Farm 2,11.7297,41.0848,2004,2005,0.0
Dubti Farm 3,11.7395,41.0884,2004,2005,0.0
Dubti town,11.7374,41.0805,2004,2005,0.0
Amibara,9.3288,40.1811,2012,2014,0.0
Meli,9.2942,40.0658,2013,2014,0.0
Sabure,9.2305,40.1218,2013,2014,1.0
Dejagamna,10.692,38.1878,2007,2009,0.0
Ledi,10.3087,38.3529,1995,1995,0.0
Michig,10.2393,37.7761,2007,2009,0.0
Titar,10.7295,38.1806,2007,2009,0.0
Dib Bahir,13.2495,37.911,2007,2009,0.0
Gogora,12.202,37.267,2005,2007,0.0
Tach Armacho,13.0338,37.0736,2011,2011,0.0
Gola Menchare,11.8003,39.575,2007,2009,0.0
Laygnaw Ataye,10.3393,39.9842,2007,2009,0.0
Andasa,11.52,37.525,2005,2005,0.0
Hiruy Abaregay,11.9643,38.0294,2007,2009,0.0
Medeb Gubida,12.0297,38.0056,2007,2009,0.0
Teraroch,11.8632,38.0502,2007,2009,0.0
Harbu,10.977,39.894,2008,2008,0.0
Watta,11.4243,39.2466,2007,2009,0.0
Addis Zemen,11.5436,37.1536,2011,2012,0.0
Endemir,11.4484,37.1416,2013,2014,0.0
Lake Tana (Southern wetlands),11.6129,37.3522,2014,2015,0.0
Sira Behibret,11.3755,37.1562,2013,2014,1.0
Yenesa,11.678,37.462,2009,2009,0.0
Zabatsion,10.879,37.351,2008,2008,0.0
Zenzlima-Robit,11.668,37.4441,2012,2014,0.0
Mender Seven,11.39,36.445,2007,2007,0.0
Siree-Robe,7.1155,40.0,2006,2007,1.0
Ameya,9.068,42.166,2012,2014,0.0
Ejersa,9.4904,42.2288,2006,2007,1.0
Abene Girmamo,7.8922,38.7246,2005,2008,0.0
Abime,8.0051,38.7145,2009,2010,0.0
Aneno Shisho,7.843,38.6771,2006,2007,0.0
Bochesa,7.8904,38.7421,2013,2013,0.0
Buse,8.65,38.7833,1999,2000,0.0
Debre Zeit,8.744,38.989,1999,2001,0.0
Dubsi,8.5534,39.0854,2013,2014,0.0
Eddo Kontola,7.984,38.716,1994,2014,1.0
Elka Chelemo,8.0166,38.6787,2013,2013,1.0
Gallo Raphe,7.9935,38.6542,2013,2013,0.0
Gerbi-gilgle,8.053,38.727,1997,2008,0.0
Gergedi,8.5,39.2,1992,1994,0.0
Gudedo,8.7833,39.4667,2006,2007,1.0
Insone,8.15,38.631,2009,2009,0.0
Jela Aluto,7.7668,38.6881,2006,2007,0.0
Kamo Gerbi,7.926,38.6098,2006,2007,0.0
Koka Dam,8.4269,39.151,2006,2007,1.0
Koka Negewo,8.4167,39.0167,2005,2005,0.0
Koka-Negewo and Malima Farmers Asso.,8.4403,39.0385,2006,2007,0.0
Kontella,7.9834,38.7167,2009,2010,0.0
Kuma,8.541,39.0995,2006,2007,1.0
Metehra Sugar Estate,8.9,39.9167,1999,2000,0.0
Telanto,7.8618,38.736,2009,2010,0.0
Washigulla,7.8943,38.7241,2009,2010,0.0
"Wondo Geneti, Ado",7.203,38.772,2007,2007,0.0
Woshgulla,7.9686,38.7017,2005,2006,0.0
Addis Zemen,9.55,37.3833,2006,2006,0.0
Baka Boro,9.1486,36.8828,2010,2011,1.0
Biftu Beri,9.6167,37.3833,2011,2012,0.0
Gutin,9.5659,36.6364,2012,2014,0.0
Machara,8.9744,36.9761,2010,2011,1.0
Wama Kusaye,9.1597,36.955,2010,2011,1.0
Gambella Tere,0.0,0.0,2012,2014,0.0
Kerssa,5.3754,39.4844,2011,2012,0.0
Baka-Boro,8.5772,36.5206,2010,2011,1.0
Machara,8.5803,36.4299,2010,2011,1.0
Tulema,8.5858,35.4958,2007,2009,0.0
Wama Kusaya,8.587,36.4856,2010,2011,1.0
Abayota,7.606,37.285,2008,2010,1.0
Agalo,7.6565,36.777,2012,2012,0.0
Arboba,7.4401,36.4402,2007,2009,0.0
Asendab,7.7737,37.2276,2011,2011,0.0
Asendabo,7.75,37.2167,2008,2014,0.0
Babo,7.7049,36.9345,1999,2000,0.0
Barkume,7.6645,36.8762,2013,2013,0.0
Bissola,7.634,37.322,2008,2010,1.0
Bore,7.629,36.8423,2012,2014,0.0
Boye,7.669,36.869,2013,2013,0.0
Buddo,7.683,37.279,2008,2010,1.0
Chereba,7.4418,36.4099,2007,2009,0.0
Cheshire,7.656,36.85,2013,2013,0.0
